Frequency (Hz)	Level (dB)
830.374146	-37.135567
831.047058	-37.153721
831.719971	-37.171906
832.392883	-37.190117
833.065796	-37.208355
833.738708	-37.226608
834.411621	-37.244881
835.084534	-37.263168
835.757446	-37.281467
836.430359	-37.299801
837.103271	-37.318134
837.776184	-37.336468
838.449097	-37.354824
839.122009	-37.373199
839.794922	-37.391586
840.467834	-37.409954
841.140747	-37.428345
841.813660	-37.446747
842.486572	-37.465160
843.159485	-37.483540
843.832397	-37.501915
844.505310	-37.520332
845.178223	-37.538734
845.851135	-37.557110
846.524048	-37.575485
847.196960	-37.593849
847.869873	-37.612213
848.542786	-37.630573
849.215698	-37.648930
849.888611	-37.667259
850.561523	-37.685574
