Frequency (Hz)	Level (dB)
614.369202	-34.784504
615.042114	-35.159908
615.715027	-35.266384
616.387939	-35.063583
617.060852	-34.973389
617.733765	-35.215370
618.406677	-35.171726
619.079590	-35.100239
619.752502	-35.148582
620.425415	-35.077854
621.098328	-35.217937
621.771240	-35.326221
622.444153	-35.219078
623.117065	-35.205757
623.789978	-35.431511
624.462891	-35.078800
625.135803	-34.980190
625.808716	-35.400234
626.481628	-35.505527
627.154541	-35.424095
627.827454	-35.406780
628.500366	-35.469006
629.173279	-35.449249
629.846191	-35.507683
630.519104	-35.251892
631.192017	-35.324074
631.864929	-35.628067
632.537842	-35.490654
633.210754	-35.372639
633.883667	-35.473305
634.556580	-35.557968
635.229492	-35.359055
635.902405	-35.514004
636.575317	-35.694637
637.248230	-35.693974
637.921143	-35.724430
638.594055	-35.535553
639.266968	-35.630657
639.939880	-35.832127
640.612793	-35.761723
641.285706	-35.471134
641.958618	-35.620953
642.631531	-35.889702
643.304443	-35.729012
643.977356	-35.757946
644.650269	-35.852654
645.323181	-35.811016
645.996094	-35.853001
646.669006	-35.995598
647.341919	-35.839558
648.014832	-35.846588
648.687744	-35.973419
649.360657	-35.562393
650.033569	-35.845329
650.706482	-36.114937
651.379395	-36.017193
652.052307	-35.906898
652.725220	-36.158138
653.398132	-36.002300
654.071045	-35.927349
654.743958	-36.246052
655.416870	-35.989220
656.089783	-36.131214
656.762695	-36.390705
657.435608	-36.274017
658.108521	-36.070347
658.781433	-36.149132
659.454346	-36.184124
660.127258	-36.217979
660.800171	-36.389053
661.473083	-36.369011
662.145996	-36.582615
662.818909	-36.506287
663.491821	-36.296516
664.164734	-36.379322
664.837646	-36.640606
665.510559	-36.315098
666.183472	-36.061733
666.856384	-36.618160
667.529297	-36.492195
668.202209	-36.311779
668.875122	-36.553852
669.548035	-36.664421
670.220947	-36.701225
670.893860	-36.870663
671.566772	-36.465935
672.239685	-36.188995
672.912598	-36.857655
673.585510	-36.906483
674.258423	-36.639679
674.931335	-36.994190
675.604248	-36.858063
676.277161	-36.610920
676.950073	-36.702011
677.622986	-36.959396
678.295898	-36.823750
678.968811	-36.935390
679.641724	-36.594021
680.314636	-36.900707
680.987549	-37.102230
681.660461	-37.208862
682.333374	-36.972950
683.006287	-36.850876
683.679199	-37.187107
684.352112	-37.031235
685.025024	-37.034752
685.697937	-37.237175
686.370850	-36.780197
687.043762	-37.071442
687.716675	-37.274021
688.389587	-36.924221
689.062500	-37.009480
689.735413	-37.597397
690.408325	-36.968426
691.081238	-37.261726
691.754150	-37.425999
692.427063	-36.942097
693.099976	-36.940037
693.772888	-37.633827
694.445801	-37.312767
695.118713	-37.514660
695.791626	-37.729610
696.464539	-37.189644
697.137451	-37.137413
697.810364	-37.582851
698.483276	-37.300766
699.156189	-37.577377
699.829102	-37.512596
700.502014	-37.344887
701.174927	-37.130074
701.847839	-37.909576
702.520752	-37.288513
703.193665	-37.529514
703.866577	-37.489693
704.539490	-37.429306
705.212402	-37.355209
705.885315	-37.960651
706.558228	-37.630959
707.231140	-37.340019
707.904053	-37.558983
708.576965	-38.023037
709.249878	-37.481606
709.922791	-37.757843
710.595703	-37.555508
711.268616	-37.880627
711.941528	-38.058983
712.614441	-38.027023
713.287354	-37.373955
713.960266	-38.086510
714.633179	-37.976070
715.306091	-37.744183
715.979004	-37.983101
716.651917	-38.177372
717.324829	-37.617863
717.997742	-38.029686
718.670654	-38.008083
719.343567	-38.083660
720.016479	-37.978649
720.689392	-37.878990
721.362305	-37.398209
722.035217	-38.515278
722.708130	-38.188160
723.381042	-37.927338
724.053955	-37.578495
724.726868	-38.234966
725.399780	-37.531342
726.072693	-38.429737
726.745605	-38.114769
727.418518	-37.995766
728.091431	-38.080025
728.764343	-38.474545
729.437256	-37.857079
730.110168	-38.073227
730.783081	-38.094269
731.455994	-38.158092
732.128906	-37.900261
732.801819	-38.762341
733.474731	-37.949326
734.147644	-38.145676
734.820557	-38.284340
735.493469	-38.091518
736.166382	-38.027630
736.839294	-38.869644
737.512207	-37.889004
738.185120	-37.974693
738.858032	-38.363232
739.530945	-38.221966
740.203857	-37.901020
740.876770	-38.545963
741.549683	-37.670326
742.222595	-38.211559
742.895508	-38.475597
743.568420	-38.503181
744.241333	-38.087845
744.914246	-38.741573
745.587158	-37.918610
746.260071	-38.482403
746.932983	-38.409164
747.605896	-38.341957
748.278809	-37.712154
748.951721	-38.481686
749.624634	-38.260204
750.297546	-38.506287
750.970459	-38.262508
751.643372	-38.631184
752.316284	-37.976181
752.989197	-38.833775
753.662109	-38.281578
754.335022	-37.874084
755.007935	-38.406353
755.680847	-38.604149
756.353760	-38.109711
757.026672	-38.738079
757.699585	-38.397697
758.372498	-38.078335
759.045410	-37.761250
759.718323	-38.806164
760.391235	-38.174995
761.064148	-38.846321
761.737061	-38.187248
762.409973	-38.000256
763.082886	-38.153492
763.755798	-38.878254
764.428711	-38.017517
765.101624	-38.510929
765.774536	-37.997669
766.447449	-38.435902
767.120361	-38.174526
767.793274	-38.647552
768.466187	-37.838421
769.139099	-38.484978
769.812012	-38.293213
770.484924	-38.399441
771.157837	-38.255688
771.830750	-38.580864
772.503662	-38.200218
773.176575	-38.431282
773.849487	-38.155922
774.522400	-38.159248
775.195312	-38.070587
775.868225	-38.693947
776.541138	-37.967358
777.214050	-38.686661
777.886963	-38.582424
778.559875	-38.122044
779.232788	-37.748508
779.905701	-38.555710
780.578613	-38.357563
781.251526	-38.309029
781.924438	-38.439053
782.597351	-38.052097
783.270264	-37.869411
783.943176	-38.597504
784.616089	-38.138210
785.289001	-38.222980
785.961914	-38.475018
786.634827	-38.253239
787.307739	-37.962711
787.980652	-38.560173
788.653564	-38.165436
789.326477	-38.241219
789.999390	-37.943615
790.672302	-37.762234
791.345215	-38.141991
792.018127	-38.447647
792.691040	-37.969475
793.363953	-38.253841
794.036865	-38.171665
794.709778	-38.400780
795.382690	-37.882626
796.055603	-38.137508
796.728516	-38.202801
797.401428	-37.909397
798.074341	-38.218342
798.747253	-38.540512
799.420166	-37.718040
800.093079	-37.887115
800.765991	-37.990871
801.438904	-37.857964
802.111816	-38.004799
802.784729	-37.978943
803.457642	-37.474701
804.130554	-37.992161
804.803467	-38.251003
805.476379	-38.051464
806.149292	-38.078884
806.822205	-38.049015
807.495117	-37.801205
808.168030	-38.079884
808.840942	-37.739323
809.513855	-37.686527
810.186768	-38.052368
810.859680	-37.920082
811.532593	-37.950115
812.205505	-37.823769
812.878418	-37.819931
813.551331	-37.674557
814.224243	-37.841072
814.897156	-38.067455
815.570068	-37.884678
816.242981	-37.787537
816.915894	-37.813686
817.588806	-37.414539
818.261719	-37.811424
818.934631	-38.048210
819.607544	-37.977055
820.280457	-37.343613
820.953369	-37.775017
821.626282	-37.902653
822.299194	-37.754677
822.972107	-37.616211
823.645020	-37.487316
824.317932	-37.719482
824.990845	-38.059341
825.663757	-37.621880
826.336670	-37.702114
827.009583	-37.766945
827.682495	-37.557434
828.355408	-37.232956
829.028320	-37.973965
829.701233	-37.677917
830.374146	-37.613468
831.047058	-37.649826
831.719971	-37.453125
832.392883	-37.387161
833.065796	-37.968784
833.738708	-37.707264
834.411621	-37.471336
835.084534	-37.421749
835.757446	-37.768208
836.430359	-37.402744
837.103271	-37.781120
837.776184	-37.427937
838.449097	-37.565620
839.122009	-37.319756
839.794922	-37.517818
840.467834	-37.239288
841.140747	-37.174068
841.813660	-37.156830
842.486572	-37.550797
843.159485	-37.383892
843.832397	-37.602123
844.505310	-37.114307
845.178223	-37.525593
845.851135	-37.361893
846.524048	-37.166786
847.196960	-37.215752
847.869873	-37.427734
848.542786	-37.097618
849.215698	-37.720509
849.888611	-37.449879
850.561523	-37.220497
